year,race,position,number,driver,car,time,laps
1994,Great Britain,14,26, Panis,Ligier Renault,1:27.785,9
1994,Great Britain,15,10, Morbidelli,Footwork Ford,1:27.886,12
1994,Great Britain,16,24, Alboreto,Minardi Ford,1:28.100,12
1994,Great Britain,17,29, de Cesaris,Sauber Mercedes,1:28.212,11
1994,Great Britain,18,11, Zanardi,Lotus Mugen Honda,1:28.225,12
1994,Great Britain,19,9, Fittipaldi,Footwork Ford,1:28.231,12
1994,Great Britain,20,30, Frentzen,Sauber Mercedes,1:28.231,9
1994,Great Britain,21,12, Herbert,Lotus Mugen Honda,1:28.340,12
1994,Great Britain,22,20, Comas,Larrousse Ford,1:28.519,12
1994,Great Britain,23,25, Bernard,Ligier Renault,1:28.955,12
1994,Great Britain,24,19, Beretta,Larrousse Ford,1:29.299,9
1994,Great Britain,25,31, Brabham,Simtek Ford,1:30.690,8
1994,Great Britain,26,32, Gounon,Simtek Ford,1:30.722,12
1994,Great Britain,27,34, Gachot,Pacific Ilmor,1:31.877,3
1994,Great Britain,28,33, Belmondo,Pacific Ilmor,1:32.507,9
1994,Germany,1,28, Berger,Ferrari,1:43.582,9
1994,Germany,2,27, Alesi,Ferrari,1:44.012,11
1994,Germany,3,0, Hill,Williams Renault,1:44.131,12
1994,Germany,4,5, Schumacher,Benetton Ford,1:44.268,11
1994,Germany,5,3, Katayama,Tyrrell Yamaha,1:44.718,12
1994,Germany,6,2, Coulthard,Williams Renault,1:45.146,11
1994,Germany,7,4, Blundell,Tyrrell Yamaha,1:45.474,10
1994,Germany,8,7, Hakkinen,McLaren Peugeot,1:45.878,7
1994,Germany,9,30, Frentzen,Sauber Mercedes,1:45.893,8
1994,Germany,10,14, Barrichello,Jordan Hart,1:45.939,11
1994,Germany,11,15, Irvine,Jordan Hart,1:45.942,12
1994,Germany,12,26, Panis,Ligier Renault,1:46.165,11
1994,Germany,13,8, Brundle,McLaren Peugeot,1:46.218,10
1994,Germany,14,25, Bernard,Ligier Renault,1:46.290,11
1994,Germany,15,12, Herbert,Lotus Mugen Honda,1:46.630,11
1994,Germany,16,10, Morbidelli,Footwork Ford,1:46.817,10
1994,Germany,17,9, Fittipaldi,Footwork Ford,1:47.102,10
1994,Germany,18,29, de Cesaris,Sauber Mercedes,1:47.235,12
1994,Germany,19,6, Verstappen,Benetton Ford,1:47.316,10
1994,Germany,20,23, Martini,Minardi Ford,1:47.402,10
1994,Germany,21,11, Zanardi,Lotus Mugen Honda,1:47.425,12
1994,Germany,22,20, Comas,Larrousse Ford,1:48.229,12
1994,Germany,23,24, Alboreto,Minardi Ford,1:48.295,12
1994,Germany,24,31, Brabham,Simtek Ford,1:48.870,10
1994,Germany,25,19, Beretta,Larrousse Ford,1:48.875,12
1994,Germany,26,32, Gounon,Simtek Ford,1:49.204,7
1994,Germany,27,33, Belmondo,Pacific Ilmor,1:51.122,12
1994,Germany,28,34, Gachot,Pacific Ilmor,1:51.292,12
1994,Hungary,1,5, Schumacher,Benetton Ford,1:18.258,9
1994,Hungary,2,0, Hill,Williams Renault,1:18.824,12
1994,Hungary,3,2, Coulthard,Williams Renault,1:20.205,5
1994,Hungary,4,28, Berger,Ferrari,1:20.219,10
1994,Hungary,5,3, Katayama,Tyrrell Yamaha,1:20.232,11
1994,Hungary,6,8, Brundle,McLaren Peugeot,1:20.629,10
1994,Hungary,7,15, Irvine,Jordan Hart,1:20.698,12
1994,Hungary,8,30, Frentzen,Sauber Mercedes,1:20.858,12
1994,Hungary,9,26, Panis,Ligier Renault,1:20.929,11
1994,Hungary,10,14, Barrichello,Jordan Hart,1:20.952,12
1994,Hungary,11,4, Blundell,Tyrrell Yamaha,1:20.984,12
1994,Hungary,12,27, Alesi,Ferrari,1:21.206,11
1994,Hungary,13,7, Alliot,McLaren Peugeot,1:21.498,12
1994,Hungary,14,23, Martini,Minardi Ford,1:21.837,12
1994,Hungary,15,9, Fittipaldi,Footwork Ford,1:21.873,12
1994,Hungary,16,29, de Cesaris,Sauber Mercedes,1:21.946,12
1994,Hungary,17,25, Bernard,Ligier Renault,1:22.038,10
1994,Hungary,18,24, Alboreto,Minardi Ford,1:22.379,11
1994,Hungary,19,20, Comas,Larrousse Ford,1:22.487,12
1994,Hungary,20,11, Zanardi,Lotus Mugen Honda,1:22.513,11
1994,Hungary,21,31, Brabham,Simtek Ford,1:22.614,12
1994,Hungary,22,12, Herbert,Lotus Mugen Honda,1:22.705,12
1994,Hungary,23,19, Beretta,Larrousse Ford,1:22.899,12
1994,Hungary,24,32, Gounon,Simtek Ford,1:24.191,10
1994,Hungary,25,34, Gachot,Pacific Ilmor,1:24.908,12
1994,Hungary,26,33, Belmondo,Pacific Ilmor,1:26.275,11
1994,Hungary,27,10, Morbidelli,Footwork Ford,1:30.262,3
1994,Hungary,28,6, Verstappen,Benetton Ford,9:03.939,2
1994,Belgium,1,27, Alesi,Ferrari,2:25.099,9
1994,Belgium,2,5, Schumacher,Benetton Ford,2:25.501,5
1994,Belgium,3,0, Hill,Williams Renault,2:25.570,9
1994,Belgium,4,2, Coulthard,Williams Renault,2:27.180,9
1994,Belgium,5,30, Frentzen,Sauber Mercedes,2:28.026,9
1994,Belgium,6,4, Blundell,Tyrrell Yamaha,2:28.164,5
1994,Belgium,7,8, Brundle,McLaren Peugeot,2:28.428,4
1994,Belgium,8,6, Verstappen,Benetton Ford,2:28.576,3
1994,Belgium,9,7, Hakkinen,McLaren Peugeot,2:28.997,7
1994,Belgium,10,28, Berger,Ferrari,2:29.391,7
1994,Belgium,11,3, Katayama,Tyrrell Yamaha,2:29.925,8
1994,Belgium,12,29, de Cesaris,Sauber Mercedes,2:30.475,7
1994,Belgium,13,20, Comas,Larrousse Ford,2:30.524,8
1994,Belgium,14,23, Martini,Minardi Ford,2:30.896,5
1994,Belgium,15,9, Fittipaldi,Footwork Ford,2:30.931,11
1994,Belgium,16,25, Bernard,Ligier Renault,2:31.025,6
1994,Belgium,17,19, Alliot,Larrousse Ford,2:31.350,7
1994,Belgium,18,10, Morbidelli,Footwork Ford,2:31.403,7
1994,Belgium,19,26, Panis,Ligier Renault,2:31.501,5
1994,Belgium,20,24, Alboreto,Minardi Ford,2:32.286,3
1994,Belgium,21,12, Herbert,Lotus Mugen Honda,2:32.610,4
1994,Belgium,22,11, Adams,Lotus Mugen Honda,2:34.733,9
1994,Belgium,23,34, Gachot,Pacific Ilmor,2:34.951,8
1994,Belgium,24,32, Gounon,Simtek Ford,2:40.280,2
1994,Belgium,25,31, Brabham,Simtek Ford,2:41.593,3
1994,Italy,1,27, Alesi,Ferrari,1:23.844,8
1994,Italy,2,28, Berger,Ferrari,1:23.978,12
1994,Italy,3,0, Hill,Williams Renault,1:24.158,12
1994,Italy,4,12, Herbert,Lotus Mugen Honda,1:24.374,11
1994,Italy,5,2, Coulthard,Williams Renault,1:24.502,9
1994,Italy,6,26, Panis,Ligier Renault,1:25.455,11
1994,Italy,7,7, Hakkinen,McLaren Peugeot,1:25.528,12
1994,Italy,8,29, de Cesaris,Sauber Mercedes,1:25.540,11
1994,Italy,9,15, Irvine,Jordan Hart,1:25.568,12
1994,Italy,10,6, Verstappen,Benetton Ford,1:25.618,6
1994,Italy,11,30, Frentzen,Sauber Mercedes,1:25.628,10
1994,Italy,12,25, Bernard,Ligier Renault,1:25.718,11
1994,Italy,13,11, Zanardi,Lotus Mugen Honda,1:25.733,11
1994,Italy,14,3, Katayama,Tyrrell Yamaha,1:25.889,12
1994,Italy,15,8, Brundle,McLaren Peugeot,1:25.933,12
1994,Italy,16,14, Barrichello,Jordan Hart,1:25.946,12
1994,Italy,17,10, Morbidelli,Footwork Ford,1:26.002,12
1994,Italy,18,23, Martini,Minardi Ford,1:26.056,12
1994,Italy,19,9, Fittipaldi,Footwork Ford,1:26.337,12
1994,Italy,20,5, Jarvilehto,Benetton Ford,1:26.384,12
1994,Italy,21,4, Blundell,Tyrrell Yamaha,1:26.697,6
1994,Italy,22,24, Alboreto,Minardi Ford,1:26.832,5
1994,Italy,23,19, Dalmas,Larrousse Ford,1:27.846,10
1994,Italy,24,20, Comas,Larrousse Ford,1:27.894,11
1994,Italy,25,32, Gounon,Simtek Ford,1:28.353,11
1994,Italy,26,31, Brabham,Simtek Ford,1:28.619,8
1994,Italy,27,34, Gachot,Pacific Ilmor,1:31.387,6
1994,Portugal,1,0, Hill,Williams Renault,1:20.766,12
1994,Portugal,2,2, Coulthard,Williams Renault,1:21.033,11
1994,Portugal,3,7, Hakkinen,McLaren Peugeot,1:21.700,6
1994,Portugal,4,14, Barrichello,Jordan Hart,1:21.796,12
1994,Portugal,5,28, Berger,Ferrari,1:21.863,10
1994,Portugal,6,30, Frentzen,Sauber Mercedes,1:21.921,10
1994,Portugal,7,6, Verstappen,Benetton Ford,1:22.000,12
1994,Portugal,8,8, Brundle,McLaren Peugeot,1:22.035,10
1994,Portugal,9,27, Alesi,Ferrari,1:22.086,5
1994,Portugal,10,9, Fittipaldi,Footwork Ford,1:22.132,11
1994,Portugal,11,15, Irvine,Jordan Hart,1:22.294,11
1994,Portugal,12,5, Jarvilehto,Benetton Ford,1:22.369,11
1994,Portugal,13,26, Panis,Ligier Renault,1:22.672,12
1994,Portugal,14,10, Morbidelli,Footwork Ford,1:22.756,11
1994,Portugal,15,29, de Cesaris,Sauber Mercedes,1:22.888,12
1994,Portugal,16,4, Blundell,Tyrrell Yamaha,1:22.971,12
1994,Portugal,17,12, Herbert,Lotus Mugen Honda,1:23.408,12
1994,Portugal,18,23, Martini,Minardi Ford,1:23.464,12
1994,Portugal,19,25, Bernard,Ligier Renault,1:23.699,11
1994,Portugal,20,24, Alboreto,Minardi Ford,1:24.186,11
1994,Portugal,21,20, Comas,Larrousse Ford,1:24.306,11
1994,Portugal,22,31, Brabham,Simtek Ford,1:24.514,10
1994,Portugal,23,19, Dalmas,Larrousse Ford,1:24.920,8
1994,Portugal,24,32, Gounon,Simtek Ford,1:25.649,10
1994,Portugal,25,11, Adams,Lotus Mugen Honda,1:25.708,11
1994,Portugal,26,34, Gachot,Pacific Ilmor,1:27.385,6
1994,Portugal,27,33, Belmondo,Pacific Ilmor,1:29.000,11
1994,Portugal,28,3, Katayama,Tyrrell Yamaha,4:03.441,3
1994,Europe,1,5, Schumacher,Benetton Ford,1:22.762,7
1994,Europe,2,0, Hill,Williams Renault,1:22.892,11
1994,Europe,3,2, Mansell,Williams Renault,1:23.392,12
1994,Europe,4,30, Frentzen,Sauber Mercedes,1:23.431,10
1994,Europe,5,14, Barrichello,Jordan Hart,1:23.455,10
1994,Europe,6,28, Berger,Ferrari,1:23.677,12
1994,Europe,7,25, Herbert,Ligier Renault,1:24.040,11
1994,Europe,8,10, Morbidelli,Footwork Ford,1:24.079,12
1994,Europe,9,7, Hakkinen,McLaren Peugeot,1:24.122,12
1994,Europe,10,15, Irvine,Jordan Hart,1:24.157,12
1994,Europe,11,26, Panis,Ligier Renault,1:24.432,10
1994,Europe,12,6, Verstappen,Benetton Ford,1:24.643,11
1994,Europe,13,3, Katayama,Tyrrell Yamaha,1:24.738,12
1994,Europe,14,4, Blundell,Tyrrell Yamaha,1:24.770,3
1994,Europe,15,8, Brundle,McLaren Peugeot,1:25.110,12
1994,Europe,16,23, Martini,Minardi Ford,1:25.294,12
1994,Europe,17,29, de Cesaris,Sauber Mercedes,1:25.411,3
1994,Europe,18,9, Fittipaldi,Footwork Ford,1:25.427,12
1994,Europe,19,24, Alboreto,Minardi Ford,1:25.511,12
1994,Europe,20,12, Zanardi,Lotus Mugen Honda,1:25.557,11
1994,Europe,21,11, Bernard,Lotus Mugen Honda,1:25.595,11
1994,Europe,22,31, Brabham,Simtek Ford,1:26.065,12
1994,Europe,23,20, Comas,Larrousse Ford,1:26.272,11
1994,Europe,24,19, Noda,Larrousse Ford,1:27.168,12
1994,Europe,25,32, Schiattarella,Simtek Ford,1:27.976,10
1994,Europe,26,34, Gachot,Pacific Ilmor,1:29.488,9
1994,Europe,27,33, Belmondo,Pacific Ilmor,1:30.234,12
1994,Europe,28,27, Alesi,Ferrari,1:44.801,2
1994,Japan,1,8, Brundle,McLaren Peugeot,1:56.876,12
1994,Japan,2,30, Frentzen,Sauber Mercedes,1:56.935,10
1994,Japan,3,5, Schumacher,Benetton Ford,1:57.128,10
1994,Japan,4,0, Hill,Williams Renault,1:57.278,11
1994,Japan,5,15, Irvine,Jordan Hart,1:57.760,5
1994,Japan,6,7, Hakkinen,McLaren Peugeot,1:58.204,12
1994,Japan,7,27, Alesi,Ferrari,1:58.610,10
1994,Japan,8,28, Berger,Ferrari,1:58.926,12
1994,Japan,9,6, Herbert,Benetton Ford,1:59.729,7
1994,Japan,10,29, Jarvilehto,Sauber Mercedes,1:59.943,4
1994,Japan,11,9, Fittipaldi,Footwork Ford,2:00.084,11
1994,Japan,12,26, Panis,Ligier Renault,2:00.575,12
1994,Japan,13,2, Mansell,Williams Renault,2:00.963,7
1994,Japan,14,20, Comas,Larrousse Ford,2:01.035,12
1994,Japan,15,11, Salo,Lotus Mugen Honda,2:01.637,10
1994,Japan,16,14, Barrichello,Jordan Hart,2:01.905,3
1994,Japan,17,23, Martini,Minardi Ford,2:01.929,12
1994,Japan,18,12, Zanardi,Lotus Mugen Honda,2:02.077,9
1994,Japan,19,24, Alboreto,Minardi Ford,2:02.219,12
1994,Japan,20,4, Blundell,Tyrrell Yamaha,2:02.266,7
1994,Japan,21,25, Lagorce,Ligier Renault,2:02.780,12
1994,Japan,22,3, Katayama,Tyrrell Yamaha,2:04.187,4
1994,Japan,23,19, Noda,Larrousse Ford,2:05.354,9
1994,Japan,24,10, Morbidelli,Footwork Ford,2:07.293,5
1994,Japan,25,31, Brabham,Simtek Ford,2:09.453,6
1994,Australia,1,5, Schumacher,Benetton Ford,1:32.627,12
1994,Australia,2,0, Hill,Williams Renault,1:33.792,12
1994,Australia,3,28, Berger,Ferrari,1:33.818,11
1994,Australia,4,27, Alesi,Ferrari,1:33.905,9
1994,Australia,5,2, Mansell,Williams Renault,1:33.988,12
1994,Australia,6,10, Morbidelli,Footwork Ford,1:35.136,12
1994,Australia,7,7, Hakkinen,McLaren Peugeot,1:35.432,10
1994,Australia,8,4, Blundell,Tyrrell Yamaha,1:35.462,12
1994,Australia,9,30, Frentzen,Sauber Mercedes,1:35.623,12
1994,Australia,10,6, Herbert,Benetton Ford,1:35.712,11
1994,Australia,11,9, Fittipaldi,Footwork Ford,1:35.790,12
1994,Australia,12,26, Panis,Ligier Renault,1:36.222,12
1994,Australia,13,29, Jarvilehto,Sauber Mercedes,1:36.245,11
1994,Australia,14,8, Brundle,McLaren Peugeot,1:36.246,12
1994,Australia,15,23, Martini,Minardi Ford,1:36.257,12
1994,Australia,16,24, Alboreto,Minardi Ford,1:36.498,12
1994,Australia,17,3, Katayama,Tyrrell Yamaha,1:36.628,10
1994,Australia,18,25, Lagorce,Ligier Renault,1:37.393,11
1994,Australia,19,14, Barrichello,Jordan Hart,1:37.610,4
1994,Australia,20,12, Zanardi,Lotus Mugen Honda,1:39.179,12
1994,Australia,21,11, Salo,Lotus Mugen Honda,1:43.071,9
1994,Australia,22,20, Deletraz,Larrousse Ford,1:44.155,5
1994,Australia,23,19, Noda,Larrousse Ford,1:47.569,3
1993,South Africa,1,2, Prost,Williams Renault,1:15.696,15
1993,South Africa,2,8, Senna,McLaren Ford,1:15.784,10
1993,South Africa,3,5, Schumacher,Benetton Ford,1:17.261,20
1993,South Africa,4,0, Hill,Williams Renault,1:17.592,14
1993,South Africa,5,27, Alesi,Ferrari,1:18.234,17
1993,South Africa,6,30, Jarvilehto,Sauber,1:18.664,7
1993,South Africa,7,6, Patrese,Benetton Ford,1:18.676,21
1993,South Africa,8,26, Blundell,Ligier Renault,1:18.687,18
1993,South Africa,9,7, Andretti,McLaren Ford,1:18.786,14
1993,South Africa,10,29, Wendlinger,Sauber,1:18.950,15
1993,South Africa,11,19, Alliot,Larrousse Lamborghini,1:19.034,19
1993,South Africa,12,23, Fittipaldi,Minardi Ford,1:19.285,23
1993,South Africa,13,14, Barrichello,Jordan Hart,1:19.305,18
1993,South Africa,14,28, Berger,Ferrari,1:19.386,8
1993,South Africa,15,11, Zanardi,Lotus Ford,1:19.396,16
1993,South Africa,16,25, Brundle,Ligier Renault,1:19.457,15
1993,South Africa,17,12, Herbert,Lotus Ford,1:19.498,19
1993,South Africa,18,15, Capelli,Jordan Hart,1:19.759,16
1993,South Africa,19,20, Comas,Larrousse Lamborghini,1:20.081,20
1993,South Africa,20,10, Suzuki,Footwork Mugen Honda,1:20.237,15
1993,South Africa,21,9, Warwick,Footwork Mugen Honda,1:20.402,14
1993,South Africa,22,3, Katayama,Tyrrell Yamaha,1:20.479,11
1993,South Africa,23,4, de Cesaris,Tyrrell Yamaha,1:20.660,11
1993,South Africa,24,24, Barbazza,Minardi Ford,1:21.195,5
1993,South Africa,25,21, Alboreto,Lola Ferrari,1:21.893,11
1993,Brazil,1,2, Prost,Williams Renault,1:15.866,10
1993,Brazil,2,0, Hill,Williams Renault,1:16.859,9
1993,Brazil,3,8, Senna,McLaren Ford,1:17.697,12
1993,Brazil,4,5, Schumacher,Benetton Ford,1:17.821,10
1993,Brazil,5,7, Andretti,McLaren Ford,1:18.635,10
1993,Brazil,6,6, Patrese,Benetton Ford,1:19.049,11
1993,Brazil,7,30, Jarvilehto,Sauber,1:19.207,12
1993,Brazil,8,29, Wendlinger,Sauber,1:19.270,12
1993,Brazil,9,26, Blundell,Ligier Renault,1:19.296,12
1993,Brazil,10,19, Alliot,Larrousse Lamborghini,1:19.340,10
1993,Brazil,11,12, Herbert,Lotus Ford,1:19.435,12
1993,Brazil,12,27, Alesi,Ferrari,1:19.549,12
1993,Brazil,13,14, Barrichello,Jordan Hart,1:19.593,11
1993,Brazil,14,28, Berger,Ferrari,1:19.735,12
1993,Brazil,15,11, Zanardi,Lotus Ford,1:19.804,12
1993,Brazil,16,25, Brundle,Ligier Renault,1:19.835,12
1993,Brazil,17,20, Comas,Larrousse Lamborghini,1:19.868,12
1993,Brazil,18,9, Warwick,Footwork Mugen Honda,1:20.064,11
1993,Brazil,19,10, Suzuki,Footwork Mugen Honda,1:20.232,11
1993,Brazil,20,23, Fittipaldi,Minardi Ford,1:20.716,12
1993,Brazil,21,22, Badoer,Lola Ferrari,1:20.908,11
1993,Brazil,22,3, Katayama,Tyrrell Yamaha,1:20.991,11
1993,Brazil,23,24, Barbazza,Minardi Ford,1:21.228,12
1993,Brazil,24,4, de Cesaris,Tyrrell Yamaha,1:21.368,12
1993,Brazil,25,21, Alboreto,Lola Ferrari,1:21.488,9
1993,Brazil,26,15, Capelli,Jordan Hart,1:21.789,12
1993,Europe,1,2, Prost,Williams Renault,1:10.458,11
1993,Europe,2,0, Hill,Williams Renault,1:10.762,12
1993,Europe,3,5, Schumacher,Benetton Ford,1:12.008,12
1993,Europe,4,8, Senna,McLaren Ford,1:12.107,12
1993,Europe,5,29, Wendlinger,Sauber,1:12.738,12
1993,Europe,6,7, Andretti,McLaren Ford,1:12.739,12
1993,Europe,7,30, Jarvilehto,Sauber,1:12.763,12
1993,Europe,8,28, Berger,Ferrari,1:12.862,12
1993,Europe,9,27, Alesi,Ferrari,1:12.980,8
1993,Europe,10,6, Patrese,Benetton Ford,1:12.982,11
1993,Europe,11,12, Herbert,Lotus Ford,1:13.328,12
1993,Europe,12,14, Barrichello,Jordan Hart,1:13.514,11
1993,Europe,13,11, Zanardi,Lotus Ford,1:13.560,12
1993,Europe,14,9, Warwick,Footwork Mugen Honda,1:13.664,12
1993,Europe,15,19, Alliot,Larrousse Lamborghini,1:13.665,12
1993,Europe,16,23, Fittipaldi,Minardi Ford,1:13.666,12
1993,Europe,17,20, Comas,Larrousse Lamborghini,1:13.970,12
1993,Europe,18,3, Katayama,Tyrrell Yamaha,1:14.121,10
1993,Europe,19,15, Boutsen,Jordan Hart,1:14.246,12
1993,Europe,20,24, Barbazza,Minardi Ford,1:14.274,11
1993,Europe,21,26, Blundell,Ligier Renault,1:14.301,12
1993,Europe,22,25, Brundle,Ligier Renault,1:14.306,12
1993,Europe,23,10, Suzuki,Footwork Mugen Honda,1:14.927,12
1993,Europe,24,21, Alboreto,Lola Ferrari,1:15.322,11
1993,Europe,25,4, de Cesaris,Tyrrell Yamaha,1:15.417,12
1993,Europe,26,22, Badoer,Lola Ferrari,1:15.641,11
1993,San Marino,1,2, Prost,Williams Renault,1:22.070,10
1993,San Marino,2,0, Hill,Williams Renault,1:22.168,12
1993,San Marino,3,5, Schumacher,Benetton Ford,1:23.919,12
1993,San Marino,4,8, Senna,McLaren Ford,1:24.007,9
1993,San Marino,5,29, Wendlinger,Sauber,1:24.720,11
1993,San Marino,6,7, Andretti,McLaren Ford,1:24.793,12
1993,San Marino,7,26, Blundell,Ligier Renault,1:24.804,12
1993,San Marino,8,27, Alesi,Ferrari,1:24.829,12
1993,San Marino,9,25, Brundle,Ligier Renault,1:24.893,12
1993,San Marino,10,6, Patrese,Benetton Ford,1:24.896,12
1993,San Marino,11,12, Herbert,Lotus Ford,1:25.115,12
1993,San Marino,12,28, Berger,Ferrari,1:25.161,8
